,x,x,x,x,x,x,x,x,x,x,y,y,y,a,a,a,a,a,z,z,z,z,z,u,u,u,u
3585,5,53,35,0,0,0,0,0,4,18,4,1,0,,,,4,,1225,0,0,1,0,0,1,1,0
3586,7,62,26,0,0,0,0,0,4,18,3,1,1,,,,6,,676,0,0,1,0,0,0,1,0
3587,11,46,42,0,1,0,1,3,5,22,5,1,1,,,,6,,1764,0,0,1,0,0,0,0,0
3588,1,60,28,0,1,0,1,0,5,16,5,1,1,2,82,22,5,5,784,0,0,1,0,0,1,1,1
3589,12,49,38,0,1,0,0,3,4,17,3,1,1,5,72,22,6,7,1444,0,0,1,0,0,0,0,1
3590,5,61,27,0,1,0,0,5,2,18,2,1,1,,,,2,,729,0,0,0,0,0,1,0,0
3591,7,53,35,0,1,0,0,7,7,18,7,1,1,11,76,23,8,0,1225,0,0,1,0,0,0,0,1
3592,9,73,15,0,1,0,0,7,0,,0,1,0,,,,3,,225,0,0,1,0,0,0,0,0
3593,12,69,18,0,1,0,0,7,2,16,2,1,0,,,,2,,324,0,0,1,0,0,0,0,0
3594,2,68,20,0,0,0,1,10,1,20,1,1,1,,,,4,,400,0,0,1,0,0,1,0,0
3595,1,62,26,0,1,0,0,0,2,21,1,1,1,,,,4,,676,0,0,1,0,0,1,1,0
3596,4,50,38,0,1,0,1,0,9,12,7,1,0,,,,,,1444,0,0,0,0,0,1,1,0
3597,9,68,20,0,1,0,1,2,1,19,1,1,0,,,,4,,400,0,0,0,0,0,0,0,0
3598,6,65,23,0,0,0,1,0,3,17,3,1,0,,,,3,,529,0,0,1,0,0,1,1,0
3599,7,39,49,0,0,0,0,1,9,16,8,1,0,2,63,23,6,0,2401,0,0,1,0,0,0,0,1
3600,12,52,35,0,1,0,0,0,5,17,4,1,1,10,84,31,6,0,1225,0,0,1,0,0,0,1,1
3601,4,56,32,0,0,0,1,4,5,18,5,1,1,11,73,17,5,6,1024,0,0,0,1,0,1,0,1
3602,1,47,41,0,0,0,1,0,11,16,9,1,0,7,78,31,6,7,1681,0,0,1,0,0,1,1,1
3603,5,41,47,0,0,0,1,0,4,18,4,1,0,1,62,20,4,0,2209,0,0,0,0,0,1,1,1
3604,5,72,16,0,1,0,1,2,0,,0,1,0,,,,6,,256,0,0,0,0,0,1,0,0
3605,4,54,34,0,1,0,1,0,3,23,3,1,0,7,75,21,6,7,1156,0,0,0,0,0,1,1,1
3606,3,52,36,0,0,0,0,0,7,16,7,1,1,11,67,15,7,4,1296,0,0,1,0,0,1,1,1
3607,11,70,18,0,0,0,1,6,1,17,1,1,0,,,,5,,324,0,0,0,0,0,0,0,0
3608,8,64,24,0,1,0,0,0,1,23,1,1,1,,,,,,576,0,0,0,0,0,0,1,0
3609,9,52,36,0,1,0,0,5,6,17,6,1,1,10,68,16,6,0,1296,0,0,1,0,0,0,0,1
3610,7,67,21,0,1,0,0,10,2,17,2,1,1,2,87,19,6,12,441,0,0,1,0,0,0,0,1
3611,12,69,18,0,1,0,0,9,0,,0,1,0,,,,5,,324,0,0,1,0,0,0,0,0
3612,8,47,41,0,1,0,0,2,10,15,10,1,1,3,62,14,5,4,1681,0,0,0,0,0,0,0,1
3613,2,51,37,0,1,0,0,0,8,19,7,1,1,11,75,24,8,4,1369,0,0,1,0,0,1,1,1
3614,8,72,16,0,1,0,0,7,0,,0,1,0,,,,4,,256,0,0,0,0,0,0,0,0
3615,3,62,26,0,1,0,0,0,3,16,3,1,1,11,85,23,6,2,676,0,0,1,0,0,1,1,1
3616,2,44,44,0,0,0,1,1,7,17,6,1,1,4,60,16,6,0,1936,0,0,0,0,0,1,0,1
3617,2,49,39,0,0,0,0,3,5,23,4,1,1,2,80,31,6,0,1521,0,0,1,0,0,1,0,1
3618,1,63,25,0,0,0,1,0,2,17,2,1,1,6,84,21,7,5,625,0,0,0,0,0,1,1,1
3619,8,44,44,0,1,0,1,0,12,18,12,1,0,5,66,21,10,0,1936,0,0,0,1,0,0,1,1
3620,1,43,45,0,1,0,1,0,11,18,11,1,1,11,63,20,,3,2025,0,0,1,0,0,1,1,1
3621,9,66,22,0,1,0,1,7,1,21,1,1,0,,,,10,,484,0,0,0,0,0,0,0,0
3622,7,48,40,0,1,0,0,4,5,21,5,1,0,4,76,27,8,0,1600,0,0,0,0,0,0,0,1
3623,10,61,27,0,1,0,1,0,2,20,2,1,1,,,,4,,729,0,0,0,1,0,0,1,0
3624,7,58,30,0,1,0,0,5,5,15,5,1,1,1,86,27,5,0,900,0,0,0,1,0,0,0,1
3625,6,48,40,0,0,0,0,5,7,19,7,1,1,,,,7,,1600,0,0,0,0,0,1,0,0
3626,7,57,31,0,0,0,0,0,2,18,2,1,0,,,,4,,961,0,0,0,0,0,0,1,0
3627,9,52,36,0,0,0,0,0,8,15,7,0,0,9,69,17,4,0,1296,0,0,0,0,0,0,1,1
3628,7,63,25,0,0,0,1,10,2,21,2,1,1,,,,6,,625,0,0,0,0,0,0,0,0
3629,3,61,27,0,1,0,1,0,1,15,1,1,0,9,87,26,1,7,729,0,0,0,0,0,1,1,1
3630,9,42,46,0,1,0,1,6,4,22,4,1,1,,,,2,,2116,0,0,0,1,0,0,0,0
3631,4,55,33,0,1,0,1,0,5,16,5,1,1,5,81,26,3,0,1089,0,0,1,0,0,1,1,1
3632,3,47,41,0,1,0,1,0,4,30,4,1,1,11,78,31,10,0,1681,0,0,0,0,0,1,1,1
3633,6,62,26,0,1,0,1,0,4,18,4,1,0,1,83,20,12,0,676,0,0,1,0,0,1,1,1
3634,8,56,32,0,1,0,0,0,7,17,6,1,1,9,85,29,3,3,1024,0,0,0,0,0,0,1,1
3635,3,50,38,0,0,0,1,1,9,15,9,1,1,7,83,33,9,0,1444,0,0,1,0,0,1,0,1
3636,10,50,38,0,0,0,0,0,7,16,7,1,0,,,,15,,1444,0,0,1,0,0,0,1,0
3637,2,59,29,0,1,0,0,0,4,18,4,1,1,12,79,20,8,0,841,0,0,1,0,0,1,1,1
3638,8,73,15,0,1,0,0,7,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
3639,10,59,29,0,0,0,0,0,2,23,2,1,0,,,,5,,841,0,0,0,0,0,0,1,0
3640,7,49,39,0,1,0,0,0,8,20,7,1,1,2,70,20,5,0,1521,0,0,1,0,0,0,1,1
3641,4,49,39,0,1,0,1,0,3,29,3,1,0,,,,4,,1521,0,0,1,0,0,1,1,0
3642,2,59,29,0,1,0,1,0,0,,0,1,1,3,75,16,4,0,841,0,0,1,0,0,1,1,1
3643,6,62,26,0,1,0,1,0,2,19,2,1,1,7,80,18,4,10,676,0,0,0,0,0,1,1,1
3644,2,50,38,0,1,0,1,0,10,18,9,1,1,6,72,22,5,0,1444,0,0,0,0,0,1,1,1
3645,1,71,17,0,1,0,1,7,0,,0,1,0,,,,5,,289,0,0,1,0,0,1,0,0
3646,10,45,43,0,1,0,1,1,3,15,3,1,0,7,61,15,6,6,1849,0,0,0,1,0,0,0,1
3647,8,54,34,0,1,0,0,0,5,24,5,1,1,,,,3,,1156,0,0,0,0,0,0,1,0
3648,5,50,38,0,1,0,1,6,7,18,4,1,,11,67,17,10,4,1444,0,0,1,0,0,1,0,1
3649,9,58,30,0,1,0,1,9,5,19,5,1,1,,,,4,,900,0,0,0,0,0,0,0,0
3650,3,40,48,0,0,0,0,0,8,20,7,1,0,,,,20,,2304,0,0,0,0,0,1,1,0
3651,2,44,44,0,1,0,1,0,11,17,11,0,0,2,59,15,9,3,1936,0,0,1,0,0,1,1,1
3652,10,73,15,0,1,0,1,7,0,,0,1,0,,,,6,,225,0,0,1,0,0,0,0,0
3653,8,63,25,0,0,0,1,0,3,19,3,1,1,1,81,17,0,0,625,0,0,0,0,0,0,1,1
3654,2,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,0,0,0,0,0,1,0,0
3655,4,70,18,0,1,0,1,7,1,17,1,1,0,,,,6,,324,0,0,0,0,0,1,0,0
3656,9,53,35,0,0,0,0,3,8,17,7,1,1,3,69,15,2,0,1225,0,0,1,0,0,0,0,1
3657,11,71,16,0,1,0,0,7,1,14,1,1,1,,,,3,,256,0,0,0,1,0,0,0,0
3658,1,68,20,0,1,0,0,0,1,19,1,1,0,12,83,15,10,10,400,0,0,0,1,0,1,1,1
3659,6,73,15,0,0,0,0,7,0,,0,1,0,,,,3,,225,0,0,0,1,0,1,0,0
3660,12,56,31,0,1,0,1,7,4,18,3,1,1,1,75,18,5,10,961,0,0,0,0,1,0,0,1
3661,1,46,42,0,1,0,1,4,9,18,7,1,0,10,63,17,4,1,1764,0,0,0,0,1,1,0,1
3662,9,54,34,1,1,0,1,8,4,18,4,1,1,1,75,20,4,7,1156,0,0,0,0,1,0,0,1
3663,6,41,47,0,1,0,0,3,2,29,2,1,0,12,60,19,4,6,2209,0,0,1,0,0,1,0,1
3664,6,56,32,1,0,0,1,0,4,15,4,1,1,,,,2,,1024,0,0,0,0,0,1,1,0
3665,10,43,45,0,1,0,0,7,4,17,4,1,1,,,,4,,2025,0,0,0,1,0,0,0,0
3666,3,54,34,0,1,0,0,12,2,18,2,1,1,8,72,18,4,,1156,0,0,1,0,0,1,0,1
3667,9,57,31,0,1,0,0,12,3,21,2,1,1,,,,4,,961,0,0,0,0,0,0,0,0
3668,12,57,30,0,0,0,0,7,3,18,3,1,1,,,,4,,900,0,0,1,0,0,0,0,0
3669,10,57,31,0,1,0,1,6,3,16,3,1,1,,,,4,,961,0,0,1,0,0,0,0,0
3670,4,65,23,0,1,0,0,10,1,21,1,1,0,,,,3,,529,0,0,0,0,0,1,0,0
3671,10,60,28,0,0,0,0,7,3,16,3,1,1,,,,5,,784,0,0,0,0,0,0,0,0
3672,5,69,19,0,1,0,0,7,0,,0,1,0,,,,2,,361,0,0,1,0,0,1,0,0
3673,6,60,28,0,1,0,0,7,3,19,3,1,1,,,,4,,784,0,0,1,0,0,1,0,0
3674,5,63,25,0,1,0,1,10,2,17,2,1,1,,,,5,,625,0,0,1,0,0,1,0,0
3675,6,56,32,0,0,0,0,4,7,17,5,1,0,7,73,17,8,0,1024,0,0,0,1,0,1,0,1
3676,1,52,36,0,1,0,1,9,4,18,3,1,1,5,73,21,4,10,1296,0,0,0,0,0,1,0,1
3677,6,46,42,0,1,0,1,3,10,18,10,1,0,2,65,18,6,4,1764,0,0,0,1,0,1,0,1
3678,9,66,22,0,1,0,1,10,1,21,1,1,0,,,,4,,484,0,0,0,1,0,0,0,0
3679,5,66,22,0,0,0,0,7,1,21,0,1,1,,,,6,,484,0,0,0,1,0,1,0,0
3680,6,58,30,0,0,0,0,4,4,15,2,0,0,,,,2,,900,0,0,0,1,0,1,0,0
3681,11,43,44,0,1,0,0,4,7,18,6,1,1,,,,7,,1936,0,0,1,0,0,0,0,0
3682,4,71,17,0,1,0,0,9,0,,0,1,0,,,,6,,289,0,0,0,1,0,1,0,0
3683,6,55,33,0,0,0,1,7,4,19,4,1,1,,,,6,,1089,0,0,1,0,0,1,0,0
3684,10,53,35,0,0,0,0,6,4,14,4,1,0,,,,7,,1225,0,0,0,0,0,0,0,0
3685,6,42,46,0,0,0,0,2,9,20,8,1,0,11,64,22,5,3,2116,0,0,1,0,0,1,0,1
3686,12,69,18,0,0,0,0,7,1,18,1,1,0,9,86,16,2,7,324,0,0,1,0,0,0,0,1
3687,1,72,16,0,0,0,1,7,0,,0,1,0,,,,2,,256,0,0,0,0,0,1,0,0
3688,6,70,18,0,0,0,0,7,1,17,1,1,1,9,85,15,3,5,324,0,0,1,0,0,1,0,1
3689,3,63,25,0,0,0,0,3,1,22,1,1,0,,,,4,,625,0,0,0,1,0,1,0,0
3690,3,66,22,0,0,0,0,4,2,18,2,1,0,,,,6,,484,0,0,0,1,0,1,0,0
3691,6,60,28,0,0,0,0,7,3,20,3,1,1,,,,3,,784,0,0,0,1,0,1,0,0
3692,4,69,19,0,0,0,0,7,0,,0,0,0,,,,5,,361,0,0,0,1,0,1,0,0
3693,7,70,18,0,0,0,0,7,0,,0,1,0,,,,7,,324,0,0,0,0,0,0,0,0
3694,2,68,20,0,1,0,0,9,1,19,1,1,1,,,,4,,400,0,0,0,1,0,1,0,0
3695,9,41,47,0,1,0,1,10,5,29,4,1,1,11,70,29,5,10,2209,0,0,0,1,0,0,0,1
3696,10,71,17,0,0,0,1,7,0,,0,1,1,,,,4,,289,0,0,0,0,0,0,0,0
3697,10,58,30,0,1,0,0,7,5,19,3,1,0,11,75,17,2,8,900,0,0,1,0,0,0,0,1
3698,2,66,22,0,0,0,0,3,2,16,2,1,0,,,,4,,484,0,0,1,0,0,1,0,0
3699,12,42,45,0,1,0,0,2,9,18,9,1,0,,,,4,,2025,0,0,1,0,0,0,0,0
3700,9,63,25,0,0,0,0,7,2,18,1,1,1,,,,4,,625,0,0,0,1,0,0,0,0
3701,1,54,34,0,0,0,0,6,6,22,6,1,0,3,77,23,6,2,1156,0,0,0,1,0,1,0,1
3702,1,63,25,0,1,0,1,7,1,21,1,1,1,,,,3,,625,0,0,1,0,0,1,0,0
3703,12,61,26,0,0,0,1,7,3,19,3,1,1,10,80,18,4,,676,0,0,0,0,0,0,0,1
3704,6,56,32,0,1,0,1,0,3,29,1,1,0,2,80,23,5,0,1024,0,0,0,0,0,1,1,1
3705,8,39,49,0,1,0,1,0,5,20,4,1,0,,,,5,,2401,0,0,0,0,0,0,1,0
3706,1,62,26,0,0,0,0,0,6,12,5,1,1,6,87,25,3,7,676,0,0,1,0,0,1,1,1
3707,5,53,35,0,0,0,0,3,6,17,5,1,1,2,72,18,10,0,1225,0,0,1,0,0,1,0,1
3708,7,62,26,0,0,0,1,0,3,15,3,1,0,10,76,14,4,,676,0,0,1,0,0,0,1,1
3709,6,69,19,0,0,0,1,5,2,17,2,1,0,6,83,14,4,0,361,0,0,1,0,0,1,0,1
3710,3,60,28,0,0,0,0,0,4,19,3,1,1,3,79,19,4,0,784,0,0,0,1,0,1,1,1
3711,6,70,18,0,0,0,0,7,2,16,1,1,1,,,,4,,324,0,0,1,0,0,1,0,0
3712,7,64,24,0,0,0,0,0,2,19,1,0,0,,,,6,,576,0,0,0,1,0,0,1,0
3713,4,53,35,0,1,0,0,0,11,13,9,1,0,5,66,13,11,0,1225,0,0,0,0,0,1,1,1
3714,6,69,19,0,1,0,0,0,1,17,1,1,0,,,,4,,361,0,0,1,0,0,1,1,0
3715,6,71,17,0,0,0,0,0,1,15,1,1,0,,,,5,,289,0,0,0,1,0,1,1,0
3716,2,59,29,0,0,0,0,6,2,27,2,1,0,4,84,25,5,,841,0,0,0,1,0,1,0,1
3717,6,66,22,0,1,0,0,0,2,18,2,1,0,8,84,18,4,0,484,0,0,0,0,0,1,1,1
3718,6,66,22,0,0,0,0,0,1,18,1,0,0,2,88,21,6,0,484,0,0,0,0,0,1,1,1
3719,6,60,28,0,0,0,1,10,2,22,2,1,1,12,80,20,5,6,784,0,0,0,0,0,1,0,1
3720,9,69,19,0,1,0,0,7,0,,0,1,0,,,,2,,361,0,0,1,0,0,0,0,0
3721,8,63,25,0,0,0,0,0,4,18,4,1,1,,,,6,,625,0,0,1,0,0,0,1,0
3722,6,69,19,0,0,0,0,0,0,,0,1,0,,,,6,,361,0,0,0,0,0,1,1,0
3723,5,57,31,0,0,0,1,0,5,18,5,1,1,6,74,17,5,,961,0,0,1,0,0,1,1,1
3724,3,57,31,0,0,0,0,0,7,18,5,1,1,7,77,20,8,7,961,0,0,0,1,0,1,1,1
3725,11,67,20,0,1,0,1,10,0,,0,1,0,7,88,20,6,7,400,0,0,0,1,0,0,0,1
3726,8,58,30,0,0,0,0,8,4,20,4,1,0,3,84,25,5,0,900,0,0,1,0,0,0,0,1
3727,6,62,26,0,1,0,1,8,4,19,4,1,0,1,84,21,4,6,676,0,0,0,0,0,1,0,1
3728,4,65,23,0,1,0,0,0,1,19,1,1,1,2,83,17,5,0,529,0,0,0,0,0,1,1,1
3729,8,64,24,0,0,0,0,0,0,,0,1,0,1,88,23,5,0,576,0,0,0,0,0,0,1,1
3730,5,72,16,0,1,0,0,6,1,16,1,1,0,,,,1,,256,0,0,0,0,0,1,0,0
3731,6,62,26,0,1,0,0,0,3,16,3,1,0,10,76,14,6,0,676,0,0,0,0,0,1,1,1
3732,10,63,24,0,0,0,0,0,2,20,2,1,0,,,,6,,576,0,0,0,0,0,0,1,0
3733,10,56,31,0,0,0,0,0,6,17,6,1,1,6,73,16,6,0,961,0,0,0,0,0,0,1,1
3734,4,54,34,0,1,0,0,0,5,21,5,0,0,6,69,15,13,6,1156,0,0,0,0,0,1,1,1
3735,4,55,33,0,0,0,0,0,6,21,6,1,0,2,73,17,7,2,1089,0,0,0,0,0,1,1,1
3736,6,69,19,0,0,0,0,9,0,,0,1,0,,,,3,,361,0,0,0,0,0,1,0,0
3737,11,54,33,0,0,0,0,0,4,16,4,1,0,,,,4,,1089,0,0,0,0,0,0,1,0
3738,8,71,17,0,0,0,0,6,1,16,1,1,0,,,,1,,289,0,0,0,0,0,0,0,0
3739,10,40,47,0,0,0,0,0,5,22,5,0,0,1,64,23,5,0,2209,0,0,0,0,0,0,1,1
3740,8,73,15,0,1,0,1,6,0,,0,0,0,,,,4,,225,0,0,1,0,0,0,0,0
3741,9,63,24,0,1,0,1,0,2,18,2,1,0,1,80,16,,0,576,0,0,1,0,0,0,1,1
3742,9,68,19,0,1,0,1,5,0,,0,1,0,6,86,17,4,6,361,0,0,0,0,0,0,0,1
3743,8,46,42,0,0,0,0,0,0,,0,0,0,1,87,40,5,0,1764,0,0,0,0,0,0,1,1
3744,12,53,34,0,1,0,0,0,3,22,2,1,0,8,77,23,2,6,1156,0,0,0,0,0,0,1,1
3745,10,63,24,0,0,0,0,0,3,13,3,0,0,,,,3,,576,0,0,0,0,0,0,1,0
3746,5,48,40,0,1,0,0,0,2,25,2,0,0,6,72,24,5,0,1600,0,0,1,0,0,1,1,1
3747,6,68,20,0,0,0,0,7,1,19,1,1,0,,,,5,,400,0,0,0,0,0,1,0,0
3748,1,55,33,0,0,0,0,0,4,17,4,,0,,,,5,,1089,0,0,0,0,0,1,1,0
3749,6,39,49,0,0,0,0,0,5,13,4,1,0,6,52,13,,,2401,0,0,1,0,0,1,1,1
3750,6,72,16,0,0,0,0,7,0,,0,1,0,,,,3,,256,0,0,0,0,0,1,0,0
3751,6,54,34,0,1,0,0,0,6,17,6,0,0,10,71,17,6,,1156,0,0,0,0,0,1,1,1
3752,10,40,48,0,1,0,1,0,9,27,8,1,1,10,70,30,5,7,2304,0,0,0,0,0,0,1,1
3753,12,49,38,0,0,0,1,0,9,19,8,1,0,4,67,17,6,0,1444,0,0,1,0,0,0,1,1
3754,12,57,30,0,1,0,1,7,5,17,5,1,1,9,73,15,2,0,900,0,0,1,0,0,0,0,1
3755,6,70,18,0,0,0,0,0,0,,0,1,0,9,83,13,10,0,324,0,0,0,0,0,1,1,1
3756,7,47,41,0,0,0,0,0,4,21,4,1,1,9,78,31,3,,1681,0,0,0,0,0,0,1,1
3757,12,60,27,0,0,0,0,7,4,17,4,1,1,2,81,20,6,0,729,0,0,1,0,0,0,0,1
3758,1,68,20,0,0,0,0,7,0,,0,1,1,,,,3,,400,0,0,1,0,0,1,0,0
3759,9,62,26,0,1,0,0,10,1,21,0,1,1,,,,4,,676,0,0,0,0,0,0,0,0
3760,4,47,41,0,1,0,0,13,6,16,6,1,1,,,,6,,1681,0,0,1,0,0,1,0,0
3761,2,70,18,0,1,0,1,10,1,18,1,1,0,,,,2,,324,0,0,0,1,0,1,0,0
3762,5,73,15,0,1,0,1,7,0,,0,1,0,,,,2,,225,0,0,0,1,0,1,0,0
3763,8,55,33,0,1,0,1,7,3,17,3,1,1,,,,2,,1089,0,0,0,0,0,0,0,0
3764,6,59,29,0,1,0,1,0,6,17,6,1,1,9,84,25,8,7,841,0,0,1,0,0,1,1,1
3765,8,73,15,0,1,0,0,8,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
3766,5,44,44,0,0,0,1,4,7,18,7,1,1,11,74,30,4,3,1936,0,0,0,0,0,1,0,1
3767,9,59,29,0,0,0,0,7,2,24,2,1,1,,,,6,,841,0,0,0,0,0,0,0,0
3768,10,70,18,0,1,0,1,9,0,,0,1,0,,,,5,,324,0,0,0,0,1,0,0,0
3769,6,57,31,0,1,0,1,7,6,17,6,1,1,11,81,24,6,16,961,0,0,0,1,0,1,0,1
3770,3,44,44,0,1,0,0,4,3,20,2,1,1,8,64,20,6,1,1936,0,0,1,0,0,1,0,1
3771,12,68,19,0,1,0,0,10,1,18,1,1,1,,,,4,,361,0,0,1,0,0,0,0,0
3772,6,44,44,0,0,0,0,3,7,17,7,1,1,1,60,15,4,0,1936,0,0,0,1,0,1,0,1
3773,1,55,33,0,1,0,0,0,2,23,2,1,1,,,,3,,1089,0,0,1,0,0,1,1,0
3774,3,73,15,0,1,0,0,1,0,,0,1,0,,,,4,,225,0,0,1,0,0,1,0,0
3775,3,72,16,0,1,0,0,3,1,15,0,1,1,,,,2,,256,0,0,1,0,0,1,0,0
3776,2,59,29,0,1,0,0,7,0,,0,1,0,7,82,23,3,10,841,0,0,0,0,0,1,0,1
3777,11,57,30,0,0,0,0,4,0,,0,1,0,,,,5,,900,0,0,1,0,0,0,0,0
3778,4,57,31,0,0,0,1,5,4,19,4,1,1,3,81,23,6,3,961,0,0,1,0,0,1,0,1
3779,4,53,35,0,1,0,0,7,5,21,5,1,1,11,73,20,6,6,1225,0,0,1,0,0,1,0,1
3780,7,39,49,0,0,0,0,0,6,19,6,1,0,3,57,17,10,2,2401,0,0,1,0,0,0,1,1
3781,7,45,43,0,1,0,1,14,3,19,2,1,0,8,67,22,5,12,1849,0,0,0,1,0,0,0,1
3782,8,42,46,0,1,0,1,0,5,24,5,1,1,12,68,26,3,5,2116,0,0,1,0,0,0,1,1
3783,1,56,32,0,0,0,0,7,1,26,1,1,0,,,,4,,1024,0,0,1,0,0,1,0,0
3784,6,54,34,0,0,0,0,3,6,16,6,1,1,1,72,17,6,0,1156,0,0,0,1,0,1,0,1
3785,3,60,28,0,1,0,1,0,5,16,5,1,0,2,80,19,6,0,784,0,0,1,0,0,1,1,1
3786,6,63,25,0,1,0,1,0,3,18,2,1,0,,,,10,,625,0,0,1,0,0,1,1,0
3787,12,54,33,0,0,0,0,7,4,18,4,1,1,10,71,16,5,0,1089,0,0,1,0,0,0,0,1
3788,1,50,38,0,1,0,1,3,6,18,5,1,1,7,67,17,5,1,1444,0,0,1,0,0,1,0,1
3789,6,41,47,0,1,0,0,3,7,21,7,1,1,2,79,37,6,0,2209,0,0,0,1,0,1,0,1
3790,5,70,18,0,1,0,0,9,0,,0,1,0,,,,4,,324,0,0,0,1,0,1,0,0
3791,1,52,36,0,1,0,0,7,6,20,5,1,1,7,80,28,6,4,1296,0,0,1,0,0,1,0,1
3792,8,73,15,0,1,0,1,7,0,,0,1,0,,,,2,,225,0,0,1,0,0,0,0,0
3793,9,68,20,0,0,0,1,9,1,19,1,1,1,,,,4,,400,0,0,1,0,0,0,0,0
3794,3,45,43,0,1,0,0,0,1,15,0,1,0,,,,5,,1849,0,0,0,1,0,1,1,0
3795,1,49,39,0,1,0,0,6,6,19,5,1,1,,,,6,,1521,0,0,0,0,0,1,0,0
3796,11,70,18,0,1,0,0,10,1,17,1,1,0,,,,1,,324,0,0,0,1,0,0,0,0
3797,6,73,15,0,1,0,0,7,0,,0,1,0,,,,1,,225,0,0,0,1,0,1,0,0
3798,9,42,46,0,1,0,0,4,6,22,6,1,0,6,69,26,6,2,2116,0,0,0,0,0,0,0,1
3799,6,70,18,0,1,0,0,7,1,17,1,1,0,,,,3,,324,0,0,1,0,0,1,0,0
3800,6,65,23,0,1,0,0,7,1,23,1,1,0,,,,4,,529,0,0,1,0,0,1,0,0
3801,6,73,15,0,1,0,0,6,0,,0,1,0,,,,3,,225,0,0,1,0,0,1,0,0
3802,7,54,34,0,0,0,0,7,4,21,4,1,0,8,74,20,7,0,1156,0,0,0,1,0,0,0,1
3803,12,42,45,0,0,0,0,3,2,22,2,1,0,,,,6,,2025,0,0,1,0,0,0,0,0
3804,1,67,21,0,1,0,1,6,3,15,3,1,1,,,,4,,441,0,0,1,0,0,1,0,0
3805,12,69,18,0,1,0,1,8,0,,0,1,1,,,,4,,324,0,0,1,0,0,0,0,0
3806,10,73,15,0,1,0,1,7,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
3807,11,72,15,0,1,0,0,0,0,,0,1,0,,,,2,,225,0,0,1,0,0,0,1,0
3808,1,68,20,0,1,0,0,0,1,19,0,1,0,,,,8,,400,0,0,0,0,0,1,1,0
3809,11,62,25,0,1,0,1,7,3,17,3,1,1,3,83,20,6,5,625,0,0,0,0,0,0,0,1
3810,9,59,29,0,1,0,0,5,3,20,3,1,1,,,,3,,841,0,0,0,0,0,0,0,0
3811,12,69,18,0,1,0,0,7,2,14,2,1,1,,,,3,,324,0,0,1,0,0,0,0,0
3812,12,59,28,0,1,0,1,7,3,18,3,1,1,11,76,16,6,7,784,0,0,0,0,0,0,0,1
3813,9,66,22,0,1,0,1,0,2,19,2,1,1,1,85,18,6,9,484,0,0,0,1,0,0,1,1
3814,1,54,34,0,0,0,0,1,6,20,6,1,0,9,87,33,2,0,1156,0,0,1,0,0,1,0,1
3815,5,51,37,0,1,0,0,2,3,22,3,1,1,11,70,19,4,,1369,0,0,0,1,0,1,0,1
3816,7,54,34,0,1,0,0,4,6,17,6,1,1,12,69,15,4,0,1156,0,0,1,0,0,0,0,1
3817,5,55,33,0,1,0,0,0,4,19,4,1,1,12,79,24,6,3,1089,0,0,1,0,0,1,1,1
3818,9,56,32,0,0,0,0,4,4,22,4,1,1,8,87,30,8,7,1024,0,0,1,0,0,0,0,1
3819,4,73,15,1,0,0,0,7,0,,0,1,0,,,,5,,225,0,0,0,0,1,1,0,0
3820,6,65,23,0,1,0,1,0,3,16,3,1,0,,,,4,,529,0,0,1,0,0,1,1,0
3821,4,57,31,0,1,0,0,6,2,15,1,1,0,,,,10,,961,0,0,1,0,0,1,0,0
3822,10,70,18,0,1,0,0,10,0,,0,1,1,,,,5,,324,0,0,1,0,0,0,0,0
3823,6,64,24,0,0,0,0,0,2,18,2,1,0,,,,4,,576,0,0,1,0,0,1,1,0
3824,5,68,20,0,0,0,1,7,1,20,1,1,1,,,,4,,400,0,0,0,0,1,1,0,0
3825,8,70,18,0,1,0,1,10,0,,0,1,1,,,,4,,324,0,0,1,0,0,0,0,0
3826,9,50,38,0,0,0,0,0,8,18,8,1,0,12,71,21,10,6,1444,0,0,1,0,0,0,1,1
3827,10,68,20,0,0,0,0,0,0,,0,1,0,,,,7,,400,0,0,1,0,0,0,1,0
3828,6,51,37,0,1,0,0,3,4,23,4,1,0,,,,4,,1369,0,0,1,0,0,1,0,0
3829,4,63,25,0,1,0,0,7,1,24,1,1,1,5,85,22,5,7,625,0,0,0,0,0,1,0,1
3830,12,72,15,0,1,0,1,1,0,,0,1,0,,,,5,,225,0,0,1,0,0,0,0,0
3831,10,49,39,0,0,0,0,2,6,19,6,1,1,,,,4,,1521,0,0,0,0,0,0,0,0
3832,6,61,27,0,0,0,0,6,1,19,1,1,0,11,79,18,3,3,729,0,0,1,0,0,1,0,1
3833,4,52,36,0,0,0,0,5,7,22,7,1,1,12,72,20,7,0,1296,0,0,1,0,0,1,0,1
3834,7,50,38,0,0,0,0,0,6,20,6,1,1,11,69,19,5,7,1444,0,0,1,0,0,0,1,1
3835,11,63,24,0,0,0,1,7,3,18,2,1,1,2,83,19,2,0,576,0,0,1,0,0,0,0,1
3836,2,60,28,0,1,0,0,3,4,19,4,1,0,10,85,25,6,0,784,0,0,1,0,0,1,0,1
